ans,ans_idx,sentence,true
阿里巴巴集团客户体验事业群->阿里CCO,"[{""name"": ""阿里巴巴集团客户体验事业群"", ""alias"": ""阿里CCO"", ""name_idx"": [15, 27], ""alias_idx"": [32, 36]}]",【亿邦动力讯】7月22日消息，阿里巴巴集团客户体验事业群（简称：阿里CCO）正式推出“线上拿号”和“3小时专属客服”两大新服务功能,1
《2020中国生活美容行业发展报告》->报告,"[{""name"": ""《2020中国生活美容行业发展报告》"", ""alias"": ""报告"", ""name_idx"": [8, 25], ""alias_idx"": [31, 32]}]",美团研究院发布的《2020中国生活美容行业发展报告》（下文简称报告）数据显示，2020年美业市场规模约为6373亿元左右，反观2019年，这一数字还仅为3512.6亿元,1
,[],证券代码：603858 证券简称：步长制药 公告编号：2020-093,1
,[],近日，山东步长制药股份有限公司（以下简称“公司”或“步长制药”）接到通知，获悉公司控股股东步长（香港）控股有限公司（以下简称“步长（香港）”）的一致行动人西藏丹红企业管理有限公司（以下简称“西藏丹红”）、西藏瑞兴投资咨询有限公司（以下简称“西藏瑞兴”）、西藏广发投资咨询有限公司（以下简称“西藏广发”）、西藏华联商务信息咨询有限公司（以下简称“西藏华联”）办理了解除股份质押手续,1
,[],证券代码：600682 证券简称：南京新百 公告编号：临 2020-038,1
,[],"南京新街口百货商店股份有限公司（以下简称公司）于 2019 年 4 月至 5 月期间向南京三胞医疗管理有限公司（以下简称南京三胞医疗）发起了对徐州三胞医疗管理有限公司（以下简称徐州三胞医疗）20%股权的收购事项，公司第八届董事会第三十九次会议通过上述收购议案，并支付了首期款项人民币 5,000 万元",1
,[],证券代码：600682 证券简称：南京新百 公告编号：临 2020-038,1
,[],这就是所谓的法定检验，简称法检,1
西安国际数字经济产业博览会->西安数字博览会,"[{""name"": ""西安国际数字经济产业博览会"", ""alias"": ""西安数字博览会"", ""name_idx"": [26, 38], ""alias_idx"": [44, 50]}]",由西安市人民政府、陕西省工业和信息化厅主办的2019西安国际数字经济产业博览会（以下简称西安数字博览会）将于2019年5月28日至30日在西安绿地笔克国际会展中心举办，同期还将举办2019世界数字经济(西安)创新发展高峰论坛和2019中国（西安）数字经济创新创业大赛等活动,1
苏州纳微科技股份有限公司->纳微科技,"[{""name"": ""苏州纳微科技股份有限公司"", ""alias"": ""纳微科技"", ""name_idx"": [50, 61], ""alias_idx"": [81, 84]}]",投资界（ID：pedaily2012）6月23日消息，今日，专注于高性能纳米微球制备和应用技术研究的苏州纳微科技股份有限公司（股票代码：SH688690，以下简称纳微科技）成功在科创板上市，发行价为8.07元/股,1
宁波启智伟业教育科技集团有限公司->启智伟业,"[{""name"": ""宁波启智伟业教育科技集团有限公司"", ""alias"": ""启智伟业"", ""name_idx"": [44, 59], ""alias_idx"": [66, 69]}]",投资界（ID：pedaily2012）11月8日消息，近日，业界领先的科技类教育企业集团宁波启智伟业教育科技集团有限公司（以下简称：启智伟业）完成1000万元人民币种子轮融资,1
哔哩哔哩弹幕网->bilibili,"[{""name"": ""哔哩哔哩弹幕网"", ""alias"": ""bilibili"", ""name_idx"": [12, 18], ""alias_idx"": [23, 30]}]","亿邦动力获悉，本轮投资方哔哩哔哩弹幕网（简称""bilibili""）是一家以ACG(Animation、Comic、Game)为主题的娱乐站点",1
上海威固信息技术股份有限公司->威固信息,"[{""name"": ""上海威固信息技术股份有限公司"", ""alias"": ""威固信息"", ""name_idx"": [30, 43], ""alias_idx"": [50, 53]}]",投资界（ID：pedaily2012）9月28日消息，近日，上海威固信息技术股份有限公司（以下简称：威固信息）完成了数亿元的C+轮融资，由深创投，前海股权基金，智慧互联电信方舟，超越摩尔基金等多家知名机构共同投资,1
普洛斯中国收益增值基金III->基金III,"[{""name"": ""普洛斯中国收益增值基金III"", ""alias"": ""基金III"", ""name_idx"": [77, 90], ""alias_idx"": [97, 101]}]",投资界（ID：pedaily2012）12月23日消息，普洛斯今日宣布，与国际和国内领先的机构投资者联手新设立一支投资于中国市场的收益增值型基金---- 普洛斯中国收益增值基金III（以下简称“基金III”）,1
Bilibili->B站,"[{""name"": ""Bilibili"", ""alias"": ""B站"", ""name_idx"": [0, 7], ""alias_idx"": [13, 14]}]",Bilibili（以下简称B站）以PUGV（Professional User Generated Video）专业个人用户创作的视频为主,1
,[],证券代码：603233 证券简称：大参林 公告编号：2019-013,1
,[],大参林医药集团股份有限公司（以下称“大参林”或“公司”）于 2019 年 3 月28 日发布《大参林医药集团股份有限公司关于收购保定市盛世华兴医药连锁有限公司46%股权的公告》（公告编号：2019-012），交易标的为保定市盛世华兴医药连锁有限公司（以下简称“保定盛世华兴”或“目标公司”）的股权，现将有关情况补充披露如下：,1
赛那德科技有限公司->赛那德,"[{""name"": ""赛那德科技有限公司"", ""alias"": ""赛那德"", ""name_idx"": [27, 35], ""alias_idx"": [42, 44]}]",投资界（ID：pedaily2012）9月10日消息，赛那德科技有限公司（以下简称“赛那德”）近日宣布完成了3000万元A轮融资，本轮融资由招商局创投、招商租赁联合投资，本轮融资资金将主要用于产品研发、产能提升、团队扩充等方面,1
福瑞泰克（浙江）智能科技有限公司->福瑞泰克,"[{""name"": ""福瑞泰克（浙江）智能科技有限公司"", ""alias"": ""福瑞泰克"", ""name_idx"": [6, 21], ""alias_idx"": [28, 31]}]",36氪获悉，福瑞泰克（浙江）智能科技有限公司（以下简称“福瑞泰克”）宣布完成超亿美元A轮融资交易,1
北京华鸿有限公司->北京华鸿,"[{""name"": ""北京华鸿有限公司"", ""alias"": ""北京华鸿"", ""name_idx"": [0, 7], ""alias_idx"": [14, 17]}]",北京华鸿有限公司（以下简称：北京华鸿）签署合作协议，双方将在仓储管理、配送服务等医药物流领域展开多层次、全方位的合作，共建一体化医药物流生态,1
《提升企业跨境贸易便利化行动计划》->《计划》,"[{""name"": ""《提升企业跨境贸易便利化行动计划》"", ""alias"": ""《计划》"", ""name_idx"": [40, 56], ""alias_idx"": [60, 63]}]",据了解，为优化口岸环境，提升企业跨境贸易便利化，促进外贸稳定健康发展，宁夏印发了《提升企业跨境贸易便利化行动计划》(简称《计划》)，该计划自2019年4月29日起施行,1
,[],日前，中国国际金融股份有限公司(下称“中金公司”)发布关于安克创新科技股份有限公司(简称“安克创新”)辅导工作总结报告,1
《全力打响“上海购物”品牌加快建设国际消费中心城市三年行动计划（2021-2023年）》->《计划》,"[{""name"": ""《全力打响“上海购物”品牌加快建设国际消费中心城市三年行动计划（2021-2023年）》"", ""alias"": ""《计划》"", ""name_idx"": [13, 56], ""alias_idx"": [62, 65]}]",7月31日，上海市正式发布《全力打响“上海购物”品牌加快建设国际消费中心城市三年行动计划（2021-2023年）》（以下简称《计划》），此时距离国务院批准上海、北京、广州、天津、重庆五市率先开展国际消费中心城市培育建设不足半月,1
中国智慧人力资源服务骨干网->CSSN,"[{""name"": ""中国智慧人力资源服务骨干网"", ""alias"": ""CSSN"", ""name_idx"": [29, 41], ""alias_idx"": [45, 48]}]",依托各项产品及服务，已逐步搭建起覆盖全国的线下服务网络——中国智慧人力资源服务骨干网，简称CSSN，在全国搭建起200多个城市直营分子公司，覆盖城市600+,1
,[],证券代码：601366 证券简称：利群股份 公告编号：2019-051,1
,[],"本次股份减持计划实施前，北京宽街博华投资中心（有限合伙）（以下简称“宽街博华”）和 Goldman Sachs Shandong Retail Investment S.à r.l.（以下简称“GS Shandong”）分别持有利群商业集团股份有限公司（以下简称“利群股份”、“公司”）无限售条件流通股份 27,500,000 股，分别占公司总股本的 3.20%",1
,[],"Shandong拟自 2019年 2月 21日至 2019年 8月 20日通过中国证监会及上海证券交易所允许的方式（包括大宗交易、集中竞价及协议转让等）合计减持不超过 38,500,000 股公司股票，即不超过公司总股本的 4.47%（以下简称“本次减持计划”）",1
浙江孔辉汽车科技有限公司->浙江孔辉,"[{""name"": ""浙江孔辉汽车科技有限公司"", ""alias"": ""浙江孔辉"", ""name_idx"": [4, 15], ""alias_idx"": [20, 23]}]",⑤日前，浙江孔辉汽车科技有限公司（简称“浙江孔辉”）发生工商变更，新增股东湖北小米长江产业基金合伙企业（有限合伙），同时公司注册资本由1329.95万元人民币增加至1399.95万元人民币,1
DirectToCustomer->DTC,"[{""name"": ""Direct To Customer"", ""alias"": ""DTC"", ""name_idx"": [12, 29], ""alias_idx"": [41, 43]}]",2015年，耐克首次提出Direct To Customer（直面消费者，以下简称DTC）战略，开始看重线上的销售与创新、注重用户的个性定制等等，总而言之，就是以用户为核心，尤其看重线上用户数据的应用：追踪消费习惯、分析消费偏好、提供更“个性化”的服务，进而建立品牌与用户更深的联系,1
,[],证券代码：600998 证券简称：九州通 公告编号：临2020-009,1
转债代码：110034转债->九州转,"[{""name"": ""转债代码：110034 转债"", ""alias"": ""九州转"", ""name_idx"": [0, 13], ""alias_idx"": [17, 19]}]",转债代码：110034 转债简称：九州转债,1
九州通医药集团股份有限公司->公司,"[{""name"": ""九州通医药集团股份有限公司"", ""alias"": ""公司"", ""name_idx"": [0, 12], ""alias_idx"": [19, 20]}]",九州通医药集团股份有限公司（以下简称“公司”）于2019年1月16日发行了2019年度第一期短期融资券（简称：19九州通CP001，代码：041900024），发行总额为5亿元人民币，期限365天，发行利率为6.00%，本期计息起始日为2019年1月18日，本期计息结束日为2020年1月17日,1
《2020农产品电商报告》->《报告》,"[{""name"": ""《2020农产品电商报告》"", ""alias"": ""《报告》"", ""name_idx"": [12, 24], ""alias_idx"": [30, 33]}]",7月14日，阿里巴巴发布《2020农产品电商报告》（以下简称《报告》），报告显示，2019年，阿里平台农产品交易额为2000亿元,1
保利碧桂园产业链赋能基金->保碧产业链基金,"[{""name"": ""保利碧桂园产业链赋能基金"", ""alias"": ""保碧产业链基金"", ""name_idx"": [15, 26], ""alias_idx"": [31, 37]}]",保利资本副总经理李文轩表示：“保利碧桂园产业链赋能基金（简称：保碧产业链基金）作为顺造科技B轮融资的领投方，由保利发展控股与碧桂园集团旗下的CVC——保利资本和碧桂园创投共同发起而成立，主要聚焦房地产产业链上下游，助推房地产全产业链新技术创新,1
深圳市达晨创鸿私募股权投资企业（有限合伙）->达晨创鸿,"[{""name"": ""深圳市达晨创鸿私募股权投资企业（有限合伙）"", ""alias"": ""达晨创鸿"", ""name_idx"": [24, 44], ""alias_idx"": [48, 51]}]",投资界6月3日获悉，达晨财智正式官宣旗下新基金：深圳市达晨创鸿私募股权投资企业（有限合伙）（简称达晨创鸿）完成首轮关账，首关金额超55亿元，最终总规模约68亿元，延续每期基金保持超募的行业记录,1
南京楚航科技有限公司->楚航科技,"[{""name"": ""南京楚航科技有限公司"", ""alias"": ""楚航科技"", ""name_idx"": [31, 40], ""alias_idx"": [47, 50]}]",投资界（微信ID：pedaily2012）消息，据36氪报道，南京楚航科技有限公司（以下简称“楚航科技”）宣布已完成数千万元人民币A+轮融资，本轮融资由兰璞资本领投，厦门半导体、启明创投、九合资本跟投,1
